@relation train
@attribute Attr1 numeric
@attribute Attr2 {'a','b'}
@attribute Attr3 {'a','b','c'}
@attribute Attr4 {'N','W'}
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 {'a','b','c'}
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute class numeric
@data
1210,'a','a','N',2610,39,5,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1211,'a','a','W',37710,233,2,-12,'a',1,0,1,0,0,0,0,0,2000,2000,0
1212,'b','a','W',32030,350,12,-22,'a',0,0,0,0,0,0,0,0,0,0,0
1213,'b','b','W',22010,380,-11,-16,'b',0,0,0,0,0,0,0,0,0,0,0
1214,'a','a','N',11020,589,10,69,'a',0,0,0,0,0,0,0,0,0,0,0
1215,'b','a','N',7460,189,-31,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1216,'b','a','W',24620,362,63,18,'a',0,0,0,0,0,0,0,0,0,0,0
1217,'a','b','W',698810,1279,-11,-14,'a',3,0,3,0,0,0,0,0,8000,4000,0
1218,'a','a','N',2650,18,7,-55,'a',0,0,0,0,0,0,0,0,0,0,0
1219,'a','b','W',38430,406,54,-10,'a',0,0,0,0,0,0,0,0,0,0,0
1220,'b','b','N',301550,922,32,66,'a',1,0,1,0,0,0,0,0,3000,3000,0
1221,'b','b','N',19200,418,131,149,'a',0,0,0,0,0,0,0,0,0,0,0
1222,'a','a','W',23190,368,-22,-27,'a',0,0,0,0,0,0,0,0,0,0,0
1223,'a','a','N',10040,300,7,-7,'a',0,0,0,0,0,0,0,0,0,0,0
1224,'a','b','W',37110,484,17,-3,'a',1,0,1,0,0,0,0,0,1000,1000,0
1225,'b','a','W',26300,520,-9,6,'a',1,0,1,0,0,0,0,0,7000,7000,0
1226,'a','a','N',3770,50,-47,-40,'a',0,0,0,0,0,0,0,0,0,0,0
1227,'a','a','W',21670,132,-31,-34,'a',3,2,1,0,0,0,0,0,3400,2000,0
1228,'a','a','N',8540,82,22,-51,'a',2,1,1,0,0,0,0,0,2600,2000,0
1229,'b','a','W',73160,654,155,46,'a',1,0,1,0,0,0,0,0,3000,3000,0
1230,'b','a','N',15760,318,89,89,'a',0,0,0,0,0,0,0,0,0,0,0
1231,'a','a','N',5640,193,-48,0,'a',0,0,0,0,0,0,0,0,0,0,0
1232,'b','a','W',71730,1093,149,122,'a',0,0,0,0,0,0,0,0,0,0,0
1233,'b','a','N',26830,584,287,205,'a',0,0,0,0,0,0,0,0,0,0,0
1234,'a','a','N',7160,228,-6,-4,'a',0,0,0,0,0,0,0,0,0,0,0
1235,'a','b','W',39690,416,6,56,'a',2,1,1,0,0,0,0,0,1700,1000,0
1236,'a','b','N',8290,229,-15,0,'a',0,0,0,0,0,0,0,0,0,0,0
1237,'a','a','W',675030,1992,12,-14,'a',4,1,3,0,0,0,0,0,5300,2000,0
1238,'b','a','W',117120,1095,-22,-24,'a',3,2,1,0,0,0,0,0,5700,4000,0
1239,'b','b','W',51410,922,80,47,'b',0,0,0,0,0,0,0,0,0,0,0
1240,'a','b','N',92520,169,-73,-74,'a',1,0,0,1,0,0,0,0,10000,10000,1
1241,'b','b','N',7590,233,-27,-38,'b',0,0,0,0,0,0,0,0,0,0,0
1242,'b','a','W',27420,400,-4,-11,'a',1,1,0,0,0,0,0,0,700,700,0
1243,'a','b','W',189170,371,9,22,'a',1,0,1,0,0,0,0,0,1000,1000,0
1244,'a','a','N',10300,144,13,-22,'a',0,0,0,0,0,0,0,0,0,0,0
1245,'b','a','W',17050,367,19,-12,'a',0,0,0,0,0,0,0,0,0,0,0
1246,'b','b','W',22820,833,25,65,'b',0,0,0,0,0,0,0,0,0,0,0
1247,'a','a','W',102710,1159,-11,5,'a',1,1,0,0,0,0,0,0,400,400,0
1248,'b','b','W',108750,384,96,-56,'a',4,2,2,0,0,0,0,0,6200,3000,1
1249,'b','a','N',6850,355,191,309,'b',0,0,0,0,0,0,0,0,0,0,0
1250,'a','a','N',3720,43,75,8,'a',0,0,0,0,0,0,0,0,0,0,0
1251,'b','a','N',8520,216,-21,12,'a',0,0,0,0,0,0,0,0,0,0,0
1252,'b','a','W',9360,157,-69,-68,'a',0,0,0,0,0,0,0,0,0,0,0
1253,'b','b','W',1811640,1927,47,41,'a',1,0,0,1,0,0,0,0,40000,40000,0
1254,'a','b','N',7130,105,134,142,'b',0,0,0,0,0,0,0,0,0,0,0
1255,'b','a','W',42060,740,43,49,'a',0,0,0,0,0,0,0,0,0,0,0
1256,'a','a','N',6500,67,-87,-87,'a',0,0,0,0,0,0,0,0,0,0,0
1257,'a','a','W',25750,494,9,-3,'a',0,0,0,0,0,0,0,0,0,0,0
1258,'a','a','W',9840,421,-43,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1259,'a','b','W',52020,576,108,15,'a',1,1,0,0,0,0,0,0,100,100,0
1260,'a','b','W',34360,604,40,44,'a',0,0,0,0,0,0,0,0,0,0,0
1261,'a','a','N',2520,83,-85,-75,'a',0,0,0,0,0,0,0,0,0,0,0
1262,'b','a','W',19890,236,-40,-55,'a',1,0,1,0,0,0,0,0,8000,8000,1
1263,'a','b','W',20580,436,-30,4,'a',0,0,0,0,0,0,0,0,0,0,0
1264,'a','b','W',34750,368,36,-17,'a',0,0,0,0,0,0,0,0,0,0,0
1265,'a','a','N',8030,224,31,42,'a',0,0,0,0,0,0,0,0,0,0,0
1266,'b','a','W',30430,308,-16,-19,'a',2,1,1,0,0,0,0,0,4500,4000,0
1267,'a','a','W',82460,154,-17,-16,'a',0,0,0,0,0,0,0,0,0,0,0
1268,'a','b','N',18400,46,-68,-60,'a',0,0,0,0,0,0,0,0,0,0,0
1269,'b','a','N',7220,218,-29,16,'a',0,0,0,0,0,0,0,0,0,0,0
1270,'a','b','W',37810,238,26,23,'a',6,5,1,0,0,0,0,0,5400,2000,0
1271,'a','a','W',285750,791,1,-19,'a',0,0,0,0,0,0,0,0,0,0,0
1272,'b','b','N',6710,164,-35,-55,'b',0,0,0,0,0,0,0,0,0,0,0
1273,'b','a','W',127110,1140,-12,-9,'a',3,1,1,1,0,0,0,0,22600,20000,1
1274,'a','b','W',18170,408,50,35,'b',0,0,0,0,0,0,0,0,0,0,0
1275,'b','a','W',15130,372,18,51,'a',0,0,0,0,0,0,0,0,0,0,0
1276,'a','a','W',70740,154,-50,-36,'a',0,0,0,0,0,0,0,0,0,0,0
1277,'a','b','N',19500,678,112,122,'a',0,0,0,0,0,0,0,0,0,0,0
1278,'b','b','N',38900,697,56,12,'b',0,0,0,0,0,0,0,0,0,0,0
1279,'a','a','W',42140,525,187,72,'a',1,0,1,0,0,0,0,0,5000,5000,0
1280,'a','b','N',6220,111,52,40,'b',0,0,0,0,0,0,0,0,0,0,0
1281,'a','a','N',5600,344,-44,-1,'a',0,0,0,0,0,0,0,0,0,0,0
1282,'a','a','W',29730,472,283,120,'a',0,0,0,0,0,0,0,0,0,0,0
1283,'b','b','W',742750,3037,87,85,'a',4,0,4,0,0,0,0,0,18000,8000,0
1284,'b','b','N',6930,68,-45,-73,'a',0,0,0,0,0,0,0,0,0,0,0
1285,'b','a','N',12150,118,-52,-36,'a',1,0,1,0,0,0,0,0,3000,3000,0
1286,'b','a','W',16830,396,-14,-18,'a',0,0,0,0,0,0,0,0,0,0,0
1287,'b','b','W',80040,751,-37,-19,'a',2,1,1,0,0,0,0,0,1600,1000,0
1288,'b','a','W',28360,434,-19,-20,'a',0,0,0,0,0,0,0,0,0,0,0
1289,'a','b','W',31390,376,-7,18,'a',2,0,2,0,0,0,0,0,6000,4000,1
1290,'a','b','N',49910,208,61,61,'a',1,0,1,0,0,0,0,0,3000,3000,0
1291,'b','c','W',696470,1368,-16,-12,'a',2,1,1,0,0,0,0,0,2400,2000,0
1292,'b','b','W',571990,1608,0,-18,'a',4,0,3,1,0,0,0,0,44000,30000,0
1293,'a','c','W',81430,886,90,34,'b',0,0,0,0,0,0,0,0,0,0,0
1294,'b','a','W',28590,387,8,-10,'a',2,2,0,0,0,0,0,0,1300,900,0
1295,'b','a','W',5890,166,-60,-56,'a',0,0,0,0,0,0,0,0,0,0,0
1296,'a','b','N',9860,324,7,46,'a',0,0,0,0,0,0,0,0,0,0,0
1297,'b','a','N',90160,425,-48,-39,'a',0,0,0,0,0,0,0,0,0,0,0
1298,'a','b','N',12270,24,-52,-62,'a',0,0,0,0,0,0,0,0,0,0,0
1299,'a','b','W',122820,1191,-39,-40,'a',1,0,1,0,0,0,0,0,3000,3000,0
1300,'a','b','N',6980,30,-87,-72,'a',0,0,0,0,0,0,0,0,0,0,0
1301,'b','b','N',31780,538,27,-14,'b',0,0,0,0,0,0,0,0,0,0,0
1302,'a','a','N',2070,14,-23,-65,'a',0,0,0,0,0,0,0,0,0,0,0
1303,'a','a','N',42560,379,-73,-57,'a',1,0,1,0,0,0,0,0,4000,4000,0
1304,'a','a','N',37490,224,-70,-51,'a',0,0,0,0,0,0,0,0,0,0,0
1305,'b','a','W',44600,591,64,75,'a',1,0,1,0,0,0,0,0,2000,2000,0
1306,'a','b','W',14570,326,-8,-18,'a',0,0,0,0,0,0,0,0,0,0,0
1307,'a','a','N',20700,37,-9,-22,'a',0,0,0,0,0,0,0,0,0,0,0
1308,'b','b','W',38590,716,32,47,'a',0,0,0,0,0,0,0,0,0,0,0
1309,'b','a','N',5520,171,-38,-8,'a',0,0,0,0,0,0,0,0,0,0,0
1310,'a','a','W',22220,415,-5,-11,'a',1,0,1,0,0,0,0,0,7000,7000,0
1311,'b','a','W',68920,1004,-59,-51,'a',3,0,2,1,0,0,0,0,66000,60000,0
1312,'b','a','N',16690,267,34,7,'a',1,1,0,0,0,0,0,0,800,800,0
1313,'a','a','N',8780,178,279,91,'a',0,0,0,0,0,0,0,0,0,0,0
1314,'b','b','W',40560,1130,82,90,'a',2,2,0,0,0,0,0,0,1200,700,0
1315,'b','b','W',21060,588,-37,-36,'b',0,0,0,0,0,0,0,0,0,0,1
1316,'a','b','W',197620,406,19,-16,'a',0,0,0,0,0,0,0,0,0,0,0
1317,'a','a','W',26130,220,-46,-27,'a',2,1,1,0,0,0,0,0,2200,2000,0
1318,'a','a','N',2890,28,2,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1319,'a','a','W',51950,144,-44,-17,'a',2,0,2,0,0,0,0,0,3000,2000,0
1320,'b','a','W',199030,1255,-30,-45,'a',2,2,0,0,0,0,0,0,700,400,1
1321,'a','a','N',280830,689,94,39,'a',1,0,1,0,0,0,0,0,3000,3000,0
1322,'a','a','W',23580,462,34,46,'a',1,0,1,0,0,0,0,0,6000,6000,0
1323,'b','b','N',2580,94,-79,-62,'a',0,0,0,0,0,0,0,0,0,0,0
1324,'a','b','N',27490,55,39,11,'a',0,0,0,0,0,0,0,0,0,0,0
1325,'a','a','N',3170,36,-88,-79,'a',0,0,0,0,0,0,0,0,0,0,0
1326,'a','a','N',3990,231,66,98,'a',0,0,0,0,0,0,0,0,0,0,0
1327,'a','a','W',9160,300,-72,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1328,'b','a','W',13390,203,-14,-43,'a',0,0,0,0,0,0,0,0,0,0,0
1329,'a','a','W',8880,309,-48,-44,'a',0,0,0,0,0,0,0,0,0,0,0
1330,'a','b','N',1630,26,-72,-44,'a',1,1,0,0,0,0,0,0,800,800,0
1331,'b','b','W',14890,540,-64,-53,'a',0,0,0,0,0,0,0,0,0,0,0
1332,'b','a','N',37050,649,435,239,'b',0,0,0,0,0,0,0,0,0,0,0
1333,'b','a','W',34800,450,17,1,'a',2,1,1,0,0,0,0,0,3200,3000,0
1334,'a','a','N',6880,250,-43,1,'a',0,0,0,0,0,0,0,0,0,0,0
1335,'a','a','W',303610,1034,-26,-21,'a',0,0,0,0,0,0,0,0,0,0,0
1336,'a','b','W',30740,318,83,22,'a',1,1,0,0,0,0,0,0,900,900,0
1337,'a','b','W',22260,422,-25,2,'a',0,0,0,0,0,0,0,0,0,0,0
1338,'a','a','W',28380,628,14,26,'a',1,0,0,1,0,0,0,0,20000,20000,0
1339,'a','a','N',3380,262,-68,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1340,'b','b','W',88360,443,1,15,'a',4,2,2,0,0,0,0,0,6300,4000,0
1341,'a','a','N',2350,19,-4,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1342,'a','b','N',11500,35,13,-30,'b',0,0,0,0,0,0,0,0,0,0,0
1343,'a','a','N',21900,60,-5,25,'a',0,0,0,0,0,0,0,0,0,0,0
1344,'a','c','W',43740,1056,9,66,'c',0,0,0,0,0,0,0,0,0,0,0
1345,'a','b','W',16330,449,-13,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1346,'a','a','N',1380,56,-49,40,'a',0,0,0,0,0,0,0,0,0,0,0
1347,'a','a','N',10590,442,223,218,'a',0,0,0,0,0,0,0,0,0,0,0
1348,'a','c','W',37170,881,-8,39,'c',0,0,0,0,0,0,0,0,0,0,0
1349,'a','a','N',6700,347,-36,-7,'a',0,0,0,0,0,0,0,0,0,0,0
1350,'b','a','W',332180,1890,-33,-16,'a',1,0,1,0,0,0,0,0,1000,1000,1
1351,'a','a','W',24300,508,2,11,'a',0,0,0,0,0,0,0,0,0,0,0
1352,'b','b','N',13110,417,57,148,'a',0,0,0,0,0,0,0,0,0,0,0
1353,'b','b','W',73820,322,-16,-14,'a',8,3,3,2,0,0,0,0,52700,30000,0
1354,'a','b','N',19790,43,-18,0,'a',0,0,0,0,0,0,0,0,0,0,0
1355,'a','a','N',4120,23,-67,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1356,'a','a','W',10050,342,-41,-39,'a',0,0,0,0,0,0,0,0,0,0,0
1357,'a','a','N',6980,37,-10,-81,'a',1,1,0,0,0,0,0,0,300,300,0
1358,'a','b','W',12000,379,-5,64,'b',0,0,0,0,0,0,0,0,0,0,0
1359,'a','a','W',96760,1125,197,84,'a',0,0,0,0,0,0,0,0,0,0,0
1360,'a','a','W',15470,286,163,12,'a',0,0,0,0,0,0,0,0,0,0,0
1361,'a','a','W',54150,307,-46,-35,'a',3,3,0,0,0,0,0,0,800,300,1
1362,'a','a','W',13990,307,-58,-43,'a',0,0,0,0,0,0,0,0,0,0,0
1363,'a','a','N',23220,112,-53,-45,'a',0,0,0,0,0,0,0,0,0,0,0
1364,'a','a','N',209760,919,46,89,'a',0,0,0,0,0,0,0,0,0,0,0
1365,'a','a','N',920,9,-71,-78,'a',0,0,0,0,0,0,0,0,0,0,0
1366,'b','a','N',16380,736,63,112,'a',0,0,0,0,0,0,0,0,0,0,0
1367,'b','b','W',286300,1381,-49,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1368,'b','b','W',33430,518,105,80,'a',0,0,0,0,0,0,0,0,0,0,0
1369,'a','a','N',17730,134,97,-38,'a',0,0,0,0,0,0,0,0,0,0,0
1370,'b','a','N',15280,521,63,74,'a',0,0,0,0,0,0,0,0,0,0,0
1371,'b','b','W',21950,375,-24,-15,'a',1,0,1,0,0,0,0,0,2000,2000,0
1372,'a','b','N',12280,290,14,20,'a',0,0,0,0,0,0,0,0,0,0,0
1373,'a','a','W',101050,213,-8,9,'a',0,0,0,0,0,0,0,0,0,0,0
1374,'a','a','N',2440,16,-27,-60,'a',0,0,0,0,0,0,0,0,0,0,0
1375,'a','a','W',477750,1132,86,60,'a',3,3,0,0,0,0,0,0,1500,600,0
1376,'a','b','W',14180,348,-24,-44,'a',0,0,0,0,0,0,0,0,0,0,0
1377,'a','a','N',26780,345,18,94,'a',0,0,0,0,0,0,0,0,0,0,0
1378,'b','b','W',105810,958,-27,-26,'a',3,1,2,0,0,0,0,0,14900,8000,0
1379,'a','a','N',11780,159,-7,-35,'a',1,1,0,0,0,0,0,0,300,300,0
1380,'b','b','W',58100,1267,161,113,'a',1,1,0,0,0,0,0,0,300,300,0
1381,'b','a','W',47010,375,57,63,'a',4,2,1,0,1,0,0,0,204400,2e+05,0
1382,'a','a','W',36930,534,14,-13,'a',0,0,0,0,0,0,0,0,0,0,0
1383,'a','b','N',44790,57,74,-3,'a',0,0,0,0,0,0,0,0,0,0,0
1384,'b','b','W',44410,1113,-12,52,'a',1,0,1,0,0,0,0,0,4000,4000,0
1385,'a','b','N',19120,36,-24,-20,'a',0,0,0,0,0,0,0,0,0,0,0
1386,'b','b','W',19760,328,-42,-43,'a',0,0,0,0,0,0,0,0,0,0,0
1387,'b','a','W',26170,388,23,-19,'a',0,0,0,0,0,0,0,0,0,0,0
1388,'a','a','N',218630,645,-11,14,'a',1,0,1,0,0,0,0,0,3000,3000,0
1389,'a','b','W',17470,643,-9,23,'a',1,1,0,0,0,0,0,0,300,300,0
1390,'a','a','N',650,80,-82,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1391,'b','a','N',131820,583,-47,-42,'a',1,0,1,0,0,0,0,0,1000,1000,0
1392,'a','a','W',18960,178,-38,-47,'a',3,2,1,0,0,0,0,0,5800,5000,1
1393,'a','c','N',24740,530,223,123,'c',1,0,1,0,0,0,0,0,7000,7000,0
1394,'a','a','N',12240,452,33,104,'a',0,0,0,0,0,0,0,0,0,0,0
1395,'b','a','W',11480,260,-57,-39,'a',0,0,0,0,0,0,0,0,0,0,0
1396,'b','a','W',15460,249,15,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1397,'a','a','N',9150,257,-11,-26,'a',0,0,0,0,0,0,0,0,0,0,0
1398,'b','a','W',41260,529,77,13,'a',0,0,0,0,0,0,0,0,0,0,0
1399,'a','a','N',18600,29,60,-42,'a',0,0,0,0,0,0,0,0,0,0,0
1400,'a','a','N',18790,322,101,0,'a',0,0,0,0,0,0,0,0,0,0,0
1401,'b','a','W',15530,237,33,-6,'a',0,0,0,0,0,0,0,0,0,0,0
1402,'b','a','W',186280,1921,39,51,'a',3,1,1,1,0,0,0,0,72500,70000,0
1403,'a','b','W',17050,476,-9,-5,'a',0,0,0,0,0,0,0,0,0,0,0
1404,'b','a','W',12470,227,-2,-8,'a',0,0,0,0,0,0,0,0,0,0,0
1405,'a','a','N',5900,63,-30,-71,'a',1,0,1,0,0,0,0,0,2000,2000,0
1406,'a','a','N',6460,27,-37,-32,'a',0,0,0,0,0,0,0,0,0,0,0
1407,'a','a','W',481630,1678,-10,17,'a',0,0,0,0,0,0,0,0,0,0,0
1408,'a','b','W',16980,451,-30,-38,'a',0,0,0,0,0,0,0,0,0,0,0
1409,'b','b','W',60390,622,96,96,'a',9,4,4,1,0,0,0,0,40600,20000,1
1410,'a','c','N',24940,543,226,129,'c',2,1,1,0,0,0,0,0,2500,2000,0
1411,'b','a','W',233800,1315,7,-7,'a',3,2,0,1,0,0,0,0,20700,20000,0
1412,'a','a','N',3320,98,-52,-44,'a',0,0,0,0,0,0,0,0,0,0,0
1413,'a','a','W',159910,2345,12,23,'a',3,1,2,0,0,0,0,0,4400,3000,0
1414,'a','a','W',38560,741,237,166,'a',1,0,1,0,0,0,0,0,7000,7000,0
1415,'b','b','N',12480,260,0,4,'a',0,0,0,0,0,0,0,0,0,0,0
1416,'a','b','W',16480,401,-35,-10,'a',0,0,0,0,0,0,0,0,0,0,0
1417,'a','a','W',42210,662,78,44,'a',2,0,1,1,0,0,0,0,33000,30000,0
1418,'b','a','W',26630,785,25,27,'a',0,0,0,0,0,0,0,0,0,0,0
1419,'a','a','N',46300,197,-69,-63,'a',1,0,1,0,0,0,0,0,5000,5000,0
1420,'b','b','W',19860,732,9,64,'a',1,0,1,0,0,0,0,0,3000,3000,0
1421,'a','a','W',23310,242,-2,-53,'a',1,1,0,0,0,0,0,0,700,700,0
1422,'a','a','N',4310,172,-30,9,'a',0,0,0,0,0,0,0,0,0,0,0
1423,'a','a','N',1980,18,-43,-55,'a',0,0,0,0,0,0,0,0,0,0,0
1424,'b','b','W',17960,780,-38,0,'b',0,0,0,0,0,0,0,0,0,0,0
1425,'b','a','W',92450,777,15,24,'a',4,1,2,1,0,0,0,0,27600,10000,0
1426,'a','a','W',145440,358,-3,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1427,'a','b','W',45170,579,-14,-10,'a',1,0,1,0,0,0,0,0,2000,2000,0
1428,'a','b','N',9450,349,1,12,'a',0,0,0,0,0,0,0,0,0,0,0
1429,'b','a','W',22090,174,-47,-54,'a',4,1,3,0,0,0,0,0,8800,5000,0
1430,'a','a','W',48100,582,10,17,'a',4,2,2,0,0,0,0,0,12100,7000,0
1431,'b','a','W',56940,769,72,48,'a',1,0,0,1,0,0,0,0,40000,40000,0
1432,'a','b','W',27940,334,74,39,'a',0,0,0,0,0,0,0,0,0,0,0
1433,'a','c','W',27950,702,-31,10,'c',0,0,0,0,0,0,0,0,0,0,0
1434,'a','a','W',1034700,1837,33,-6,'a',1,0,1,0,0,0,0,0,2000,2000,1
1435,'a','a','N',5310,49,-88,-89,'a',0,0,0,0,0,0,0,0,0,0,0
1436,'b','b','W',22550,859,-23,10,'b',1,1,0,0,0,0,0,0,300,300,0
1437,'b','b','W',72090,1139,338,147,'b',0,0,0,0,0,0,0,0,0,0,0
1438,'a','a','W',17220,529,-50,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1439,'b','a','W',27440,635,-5,-28,'a',1,1,0,0,0,0,0,0,400,400,0
1440,'a','a','N',69440,266,41,30,'a',0,0,0,0,0,0,0,0,0,0,0
1441,'b','b','W',26990,769,-20,-24,'a',0,0,0,0,0,0,0,0,0,0,0
1442,'b','a','W',108010,889,-70,-60,'a',4,1,2,1,0,0,0,0,41200,30000,0
1443,'a','a','W',27230,430,-14,-18,'a',0,0,0,0,0,0,0,0,0,0,0
1444,'b','c','W',84510,1049,87,51,'b',1,1,0,0,0,0,0,0,200,200,0
1445,'a','a','N',16480,44,-14,-20,'a',0,0,0,0,0,0,0,0,0,0,0
1446,'a','b','N',4230,126,-55,-61,'a',0,0,0,0,0,0,0,0,0,0,0
1447,'b','a','W',17170,356,-46,-19,'a',1,1,0,0,0,0,0,0,500,500,0
1448,'b','b','W',176830,1297,54,56,'a',5,2,2,1,0,0,0,0,36200,30000,0
1449,'b','a','W',24660,360,-22,-18,'a',1,1,0,0,0,0,0,0,400,400,0
1450,'b','a','W',14390,455,-50,-8,'a',1,0,1,0,0,0,0,0,1000,1000,0
1451,'b','b','W',65800,1634,300,255,'b',0,0,0,0,0,0,0,0,0,0,0
1452,'b','a','W',56550,1092,93,120,'a',0,0,0,0,0,0,0,0,0,0,0
1453,'a','b','W',23290,592,-58,-37,'b',1,1,0,0,0,0,0,0,500,500,0
1454,'b','a','W',19290,268,28,-12,'a',1,0,1,0,0,0,0,0,1000,1000,0
1455,'a','a','N',9280,43,-57,-90,'a',1,0,1,0,0,0,0,0,2000,2000,0
1456,'b','a','W',26780,1003,99,160,'a',1,0,0,1,0,0,0,0,60000,60000,0
1457,'b','a','N',4400,120,-57,-36,'a',0,0,0,0,0,0,0,0,0,0,0
1458,'a','a','W',18780,498,21,76,'a',1,0,1,0,0,0,0,0,3000,3000,0
1459,'a','b','N',11550,204,8,-16,'a',1,1,0,0,0,0,0,0,600,600,0
1460,'a','b','W',22130,390,-10,-7,'a',2,1,0,1,0,0,0,0,30300,30000,0
1461,'a','a','N',5400,39,2,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1462,'a','a','N',9550,24,-86,-77,'a',0,0,0,0,0,0,0,0,0,0,0
1463,'a','b','N',9350,44,-20,10,'a',0,0,0,0,0,0,0,0,0,0,0
1464,'a','a','N',3760,22,-46,-45,'a',0,0,0,0,0,0,0,0,0,0,0
1465,'b','b','W',93280,747,273,49,'a',3,0,2,1,0,0,0,0,16000,10000,0
1466,'a','b','W',66030,812,112,52,'a',0,0,0,0,0,0,0,0,0,0,1
1467,'b','b','W',127770,1141,7,24,'a',4,2,1,1,0,0,0,0,44400,40000,0
1468,'b','a','W',37670,488,19,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1469,'a','c','W',40750,725,3,18,'c',0,0,0,0,0,0,0,0,0,0,0
1470,'b','a','W',453850,1973,-23,-9,'a',1,0,1,0,0,0,0,0,8000,8000,0
1471,'b','b','W',68970,624,71,94,'a',5,2,2,1,0,0,0,0,34400,20000,1
1472,'b','a','N',7300,159,210,83,'a',0,0,0,0,0,0,0,0,0,0,0
1473,'a','a','N',590,11,-74,-72,'a',0,0,0,0,0,0,0,0,0,0,0
1474,'a','a','W',12740,203,-33,-39,'a',0,0,0,0,0,0,0,0,0,0,0
1475,'a','a','W',12140,317,8,38,'a',0,0,0,0,0,0,0,0,0,0,0
1476,'b','b','W',36970,1033,9,3,'a',0,0,0,0,0,0,0,0,0,0,0
1477,'a','b','W',67360,1525,139,135,'b',2,1,0,1,0,0,0,0,80200,80000,0
1478,'a','a','N',8680,188,31,7,'a',0,0,0,0,0,0,0,0,0,0,0
1479,'a','a','W',26400,510,13,9,'a',0,0,0,0,0,0,0,0,0,0,0
1480,'b','c','W',39900,984,-12,41,'b',1,0,1,0,0,0,0,0,4000,4000,0
1481,'b','a','W',48980,1007,54,21,'a',0,0,0,0,0,0,0,0,0,0,0
1482,'a','a','W',105160,284,34,66,'a',1,0,1,0,0,0,0,0,6000,6000,0
1483,'b','b','N',15210,133,22,-47,'a',1,1,0,0,0,0,0,0,700,700,0
1484,'a','a','N',29290,235,-20,24,'a',1,1,0,0,0,0,0,0,500,500,0
1485,'b','b','W',32780,677,15,8,'b',1,0,0,1,0,0,0,0,10000,10000,0
1486,'b','b','W',18850,587,4,23,'a',0,0,0,0,0,0,0,0,0,0,0
1487,'a','a','W',768080,2124,8,24,'a',1,1,0,0,0,0,0,0,300,300,0
1488,'b','b','W',1547010,3060,55,38,'a',3,1,2,0,0,0,0,0,6500,4000,0
1489,'a','b','N',96600,383,87,70,'a',0,0,0,0,0,0,0,0,0,0,0
1490,'a','b','W',35800,722,27,11,'b',0,0,0,0,0,0,0,0,0,0,0
1491,'b','a','N',10820,524,16,75,'a',0,0,0,0,0,0,0,0,0,0,0
1492,'a','a','W',307540,1020,-44,-32,'a',0,0,0,0,0,0,0,0,0,0,0
1493,'b','b','W',40620,398,56,-18,'a',0,0,0,0,0,0,0,0,0,0,1
1494,'b','a','W',46520,1587,25,52,'a',0,0,0,0,0,0,0,0,0,0,0
1495,'b','a','W',40800,222,-56,-51,'a',3,1,2,0,0,0,0,0,5800,3000,0
1496,'a','a','W',21760,250,-54,-48,'a',2,2,0,0,0,0,0,0,600,400,1
1497,'b','a','W',14300,431,0,4,'a',2,0,2,0,0,0,0,0,8000,6000,0
1498,'b','a','W',19120,194,-40,-39,'a',3,1,2,0,0,0,0,0,9300,6000,0
1499,'b','a','W',21650,348,53,18,'a',0,0,0,0,0,0,0,0,0,0,0
1500,'a','a','N',39770,870,218,248,'a',0,0,0,0,0,0,0,0,0,0,0
1501,'a','a','N',5780,163,-36,-25,'a',0,0,0,0,0,0,0,0,0,0,0
1502,'b','a','W',7340,166,-53,-54,'a',0,0,0,0,0,0,0,0,0,0,0
1503,'a','a','W',42010,601,40,17,'a',0,0,0,0,0,0,0,0,0,0,0
1504,'a','b','N',5820,308,-37,-1,'a',0,0,0,0,0,0,0,0,0,0,0
1505,'b','a','W',38530,1232,3,18,'a',1,1,0,0,0,0,0,0,700,700,0
1506,'b','b','N',16930,792,121,234,'a',1,1,0,0,0,0,0,0,200,200,1
1507,'a','a','N',15640,326,67,1,'a',1,1,0,0,0,0,0,0,200,200,0
1508,'a','b','N',147400,189,55,33,'a',1,1,0,0,0,0,0,0,700,700,0
